,Okres,Kraj,OborPece,POCET
454,Havlíčkův Brod,Kraj Vysočina,Klinický logoped,3
455,Havlíčkův Brod,Kraj Vysočina,Klinický psycholog,6
456,Havlíčkův Brod,Kraj Vysočina,Nutriční terapeut,1
457,Havlíčkův Brod,Kraj Vysočina,Optometrista,3
458,Havlíčkův Brod,Kraj Vysočina,Ortotik-protetik,1
459,Havlíčkův Brod,Kraj Vysočina,Porodní asistentka,1
460,Havlíčkův Brod,Kraj Vysočina,Všeobecná sestra,1
461,Havlíčkův Brod,Kraj Vysočina,Zrakový terapeut,1
462,Havlíčkův Brod,Kraj Vysočina,Zubní technik,11
463,Havlíčkův Brod,Kraj Vysočina,alergologie a klinická imunologie,2
464,Havlíčkův Brod,Kraj Vysočina,anesteziologie a intenzivní medicína,1
465,Havlíčkův Brod,Kraj Vysočina,chirurgie,6
466,Havlíčkův Brod,Kraj Vysočina,dermatovenerologie,4
467,Havlíčkův Brod,Kraj Vysočina,endokrinologie a diabetologie,2
468,Havlíčkův Brod,Kraj Vysočina,gynekologie a porodnictví,10
469,Havlíčkův Brod,Kraj Vysočina,klinická biochemie,1
470,Havlíčkův Brod,Kraj Vysočina,neurologie,6
471,Havlíčkův Brod,Kraj Vysočina,oftalmologie,3
472,Havlíčkův Brod,Kraj Vysočina,ortodoncie,1
473,Havlíčkův Brod,Kraj Vysočina,ortopedie a traumatologie pohybového ústrojí,10
474,Havlíčkův Brod,Kraj Vysočina,otorinolaryngologie a chirurgie hlavy a krku,4
475,Havlíčkův Brod,Kraj Vysočina,pneumologie a ftizeologie,1
476,Havlíčkův Brod,Kraj Vysočina,praktické lékařství pro děti a dorost,2
477,Havlíčkův Brod,Kraj Vysočina,praktické lékárenství,4
478,Havlíčkův Brod,Kraj Vysočina,psychiatrie,9
479,Havlíčkův Brod,Kraj Vysočina,radiologie a zobrazovací metody,3
480,Havlíčkův Brod,Kraj Vysočina,urologie,3
481,Havlíčkův Brod,Kraj Vysočina,všeobecné praktické lékařství,2
482,Havlíčkův Brod,Kraj Vysočina,zubní lékařství,50
483,Hlavní město Praha,Hlavní město Praha,Behaviorální analytik,1
484,Hlavní město Praha,Hlavní město Praha,Dentální hygienistka,92
485,Hlavní město Praha,Hlavní město Praha,Ergoterapeut,3
486,Hlavní město Praha,Hlavní město Praha,Fyzioterapeut,194
487,Hlavní město Praha,Hlavní město Praha,Klinický logoped,50
488,Hlavní město Praha,Hlavní město Praha,Klinický psycholog,86
489,Hlavní město Praha,Hlavní město Praha,Nutriční terapeut,3
490,Hlavní město Praha,Hlavní město Praha,Optometrista,95
491,Hlavní město Praha,Hlavní město Praha,Ortotik-protetik,2
492,Hlavní město Praha,Hlavní město Praha,Porodní asistentka,19
493,Hlavní město Praha,Hlavní město Praha,Radiologický fyzik,1
494,Hlavní město Praha,Hlavní město Praha,Všeobecná sestra,65
495,Hlavní město Praha,Hlavní město Praha,Zdravotnický záchranář,6
496,Hlavní město Praha,Hlavní město Praha,Zubní technik,99
497,Hlavní město Praha,Hlavní město Praha,alergologie a klinická imunologie,30
498,Hlavní město Praha,Hlavní město Praha,algeziologie,3
499,Hlavní město Praha,Hlavní město Praha,anesteziologie a intenzivní medicína,118
500,Hlavní město Praha,Hlavní město Praha,angiologie,7
501,Hlavní město Praha,Hlavní město Praha,chirurgie,65
502,Hlavní město Praha,Hlavní město Praha,cévní chirurgie,14
503,Hlavní město Praha,Hlavní město Praha,dermatovenerologie,109
504,Hlavní město Praha,Hlavní město Praha,dětská a dorostová psychiatrie,4
505,Hlavní město Praha,Hlavní město Praha,dětská kardiologie,4
506,Hlavní město Praha,Hlavní město Praha,dětská neurologie,3
507,Hlavní město Praha,Hlavní město Praha,dětská urologie,1
508,Hlavní město Praha,Hlavní město Praha,dětské lékařství,1
509,Hlavní město Praha,Hlavní město Praha,endokrinologie a diabetologie,26
510,Hlavní město Praha,Hlavní město Praha,epidemiologie,3
511,Hlavní město Praha,Hlavní město Praha,foniatrie,1
512,Hlavní město Praha,Hlavní město Praha,gastroenterologie,10
513,Hlavní město Praha,Hlavní město Praha,geriatrie,1
514,Hlavní město Praha,Hlavní město Praha,gynekologie a porodnictví,132
515,Hlavní město Praha,Hlavní město Praha,hematologie a transfúzní lékařství,7
516,Hlavní město Praha,Hlavní město Praha,infekční lékařství,1
517,Hlavní město Praha,Hlavní město Praha,kardiochirurgie,1
518,Hlavní město Praha,Hlavní město Praha,kardiologie,24
519,Hlavní město Praha,Hlavní město Praha,klinická onkologie,3
520,Hlavní město Praha,Hlavní město Praha,korektivní dermatologie,2
521,Hlavní město Praha,Hlavní město Praha,laboratorní a vyšetřovací metody ve zdravotnictví,1
522,Hlavní město Praha,Hlavní město Praha,lékařská genetika,2
523,Hlavní město Praha,Hlavní město Praha,medicína dlouhodobé péče,2
524,Hlavní město Praha,Hlavní město Praha,nefrologie,1
525,Hlavní město Praha,Hlavní město Praha,neurochirurgie,3
526,Hlavní město Praha,Hlavní město Praha,neurologie,38
527,Hlavní město Praha,Hlavní město Praha,oftalmologie,86
528,Hlavní město Praha,Hlavní město Praha,ortodoncie,21
529,Hlavní město Praha,Hlavní město Praha,ortopedická protetika,1
530,Hlavní město Praha,Hlavní město Praha,ortopedie a traumatologie pohybového ústrojí,54
531,Hlavní město Praha,Hlavní město Praha,otorinolaryngologie a chirurgie hlavy a krku,33
532,Hlavní město Praha,Hlavní město Praha,patologie,1
533,Hlavní město Praha,Hlavní město Praha,plastická chirurgie,57
534,Hlavní město Praha,Hlavní město Praha,pneumologie a ftizeologie,5
535,Hlavní město Praha,Hlavní město Praha,pracovní lékařství,1
536,Hlavní město Praha,Hlavní město Praha,praktické lékařství pro děti a dorost,164
537,Hlavní město Praha,Hlavní město Praha,praktické lékárenství,43
538,Hlavní město Praha,Hlavní město Praha,psychiatrie,87
539,Hlavní město Praha,Hlavní město Praha,radiologie a zobrazovací metody,22
540,Hlavní město Praha,Hlavní město Praha,rehabilitační a fyzikální medicína,15
541,Hlavní město Praha,Hlavní město Praha,revmatologie,2
542,Hlavní město Praha,Hlavní město Praha,sexuologie,2
543,Hlavní město Praha,Hlavní město Praha,tělovýchovné lékařství,1
544,Hlavní město Praha,Hlavní město Praha,urologie,22
545,Hlavní město Praha,Hlavní město Praha,vnitřní lékařství,37
546,Hlavní město Praha,Hlavní město Praha,všeobecné praktické lékařství,454
547,Hlavní město Praha,Hlavní město Praha,zubní lékařství,595
548,Hodonín,Jihomoravský kraj,Dentální hygienistka,6
549,Hodonín,Jihomoravský kraj,Fyzioterapeut,10
550,Hodonín,Jihomoravský kraj,Klinický logoped,4
551,Hodonín,Jihomoravský kraj,Klinický psycholog,8
552,Hodonín,Jihomoravský kraj,Nutriční terapeut,2
553,Hodonín,Jihomoravský kraj,Optometrista,7
554,Hodonín,Jihomoravský kraj,Porodní asistentka,1
555,Hodonín,Jihomoravský kraj,Zubní technik,16
556,Hodonín,Jihomoravský kraj,alergologie a klinická imunologie,3
557,Hodonín,Jihomoravský kraj,anesteziologie a intenzivní medicína,3
558,Hodonín,Jihomoravský kraj,chirurgie,3
559,Hodonín,Jihomoravský kraj,dermatovenerologie,6
560,Hodonín,Jihomoravský kraj,dětská a dorostová psychiatrie,1
561,Hodonín,Jihomoravský kraj,endokrinologie a diabetologie,6
562,Hodonín,Jihomoravský kraj,gynekologie a porodnictví,21
563,Hodonín,Jihomoravský kraj,kardiologie,1
564,Hodonín,Jihomoravský kraj,klinická stomatologie,2
565,Hodonín,Jihomoravský kraj,lékařská mikrobiologie,1
566,Hodonín,Jihomoravský kraj,neurologie,5
567,Hodonín,Jihomoravský kraj,oftalmologie,8
568,Hodonín,Jihomoravský kraj,ortodoncie,3
569,Hodonín,Jihomoravský kraj,ortopedie a traumatologie pohybového ústrojí,6
570,Hodonín,Jihomoravský kraj,otorinolaryngologie a chirurgie hlavy a krku,7
571,Hodonín,Jihomoravský kraj,paliativní medicína,1
572,Hodonín,Jihomoravský kraj,pediatrie,1
573,Hodonín,Jihomoravský kraj,plastická chirurgie,1
574,Hodonín,Jihomoravský kraj,pneumologie a ftizeologie,2
575,Hodonín,Jihomoravský kraj,praktické lékařství pro děti a dorost,29
576,Hodonín,Jihomoravský kraj,praktické lékárenství,6
577,Hodonín,Jihomoravský kraj,psychiatrie,8
578,Hodonín,Jihomoravský kraj,radiologie a zobrazovací metody,3
579,Hodonín,Jihomoravský kraj,rehabilitační a fyzikální medicína,1
580,Hodonín,Jihomoravský kraj,urologie,4
581,Hodonín,Jihomoravský kraj,vnitřní lékařství,3
582,Hodonín,Jihomoravský kraj,všeobecné praktické lékařství,51
583,Hodonín,Jihomoravský kraj,zubní lékařství,70
584,Hradec Králové,Královéhradecký kraj,Adiktolog,1
585,Hradec Králové,Královéhradecký kraj,Dentální hygienistka,6
586,Hradec Králové,Královéhradecký kraj,Fyzioterapeut,28
587,Hradec Králové,Královéhradecký kraj,Klinický logoped,8
588,Hradec Králové,Královéhradecký kraj,Klinický psycholog,3
589,Hradec Králové,Královéhradecký kraj,Optometrista,12
590,Hradec Králové,Královéhradecký kraj,Ortoptista,2
591,Hradec Králové,Královéhradecký kraj,Porodní asistentka,6
592,Hradec Králové,Královéhradecký kraj,Všeobecná sestra,10
593,Hradec Králové,Královéhradecký kraj,Zubní technik,17
594,Hradec Králové,Královéhradecký kraj,alergologie a klinická imunologie,7
595,Hradec Králové,Královéhradecký kraj,algeziologie,1
596,Hradec Králové,Královéhradecký kraj,anesteziologie a intenzivní medicína,5
597,Hradec Králové,Královéhradecký kraj,chirurgie,6
598,Hradec Králové,Královéhradecký kraj,dermatovenerologie,3
599,Hradec Králové,Královéhradecký kraj,dětská a dorostová psychiatrie,2
600,Hradec Králové,Královéhradecký kraj,dětská kardiologie,1
601,Hradec Králové,Královéhradecký kraj,dětská neurologie,1
602,Hradec Králové,Královéhradecký kraj,endokrinologie a diabetologie,4
603,Hradec Králové,Královéhradecký kraj,gynekologie a porodnictví,17
604,Hradec Králové,Královéhradecký kraj,hematologie a transfúzní lékařství,2
605,Hradec Králové,Královéhradecký kraj,hygiena a epidemiologie,2
606,Hradec Králové,Královéhradecký kraj,kardiologie,4
607,Hradec Králové,Královéhradecký kraj,klinická biochemie,2
608,Hradec Králové,Královéhradecký kraj,klinická onkologie,1
609,Hradec Králové,Královéhradecký kraj,neurologie,8
610,Hradec Králové,Královéhradecký kraj,oftalmologie,7
611,Hradec Králové,Královéhradecký kraj,ortodoncie,1
612,Hradec Králové,Královéhradecký kraj,ortopedie a traumatologie pohybového ústrojí,15
613,Hradec Králové,Královéhradecký kraj,otorinolaryngologie a chirurgie hlavy a krku,2
614,Hradec Králové,Královéhradecký kraj,plastická chirurgie,3
615,Hradec Králové,Královéhradecký kraj,pneumologie a ftizeologie,2
616,Hradec Králové,Královéhradecký kraj,pracovní lékařství,1
617,Hradec Králové,Královéhradecký kraj,praktické lékařství pro děti a dorost,27
618,Hradec Králové,Královéhradecký kraj,praktické lékárenství,8
619,Hradec Králové,Královéhradecký kraj,psychiatrie,14
620,Hradec Králové,Královéhradecký kraj,radiologie a zobrazovací metody,7
621,Hradec Králové,Královéhradecký kraj,rehabilitační a fyzikální medicína,2
622,Hradec Králové,Královéhradecký kraj,revmatologie,2
623,Hradec Králové,Královéhradecký kraj,urgentní medicína,2
624,Hradec Králové,Královéhradecký kraj,urologie,6
625,Hradec Králové,Královéhradecký kraj,vnitřní lékařství,7
626,Hradec Králové,Královéhradecký kraj,všeobecné praktické lékařství,60
627,Hradec Králové,Královéhradecký kraj,zubní lékařství,75
628,Jablonec nad Nisou,Liberecký kraj,Dentální hygienistka,1
629,Jablonec nad Nisou,Liberecký kraj,Farmaceutický asistent pro zdravotnické prostředky,1
630,Jablonec nad Nisou,Liberecký kraj,Fyzioterapeut,12
631,Jablonec nad Nisou,Liberecký kraj,Klinický logoped,1
632,Jablonec nad Nisou,Liberecký kraj,Klinický psycholog,2
633,Jablonec nad Nisou,Liberecký kraj,Optometrista,6
634,Jablonec nad Nisou,Liberecký kraj,Všeobecná sestra,4
635,Jablonec nad Nisou,Liberecký kraj,Zubní technik,1
636,Jablonec nad Nisou,Liberecký kraj,alergologie a klinická imunologie,2
637,Jablonec nad Nisou,Liberecký kraj,anesteziologie a intenzivní medicína,5
638,Jablonec nad Nisou,Liberecký kraj,chirurgie,3
639,Jablonec nad Nisou,Liberecký kraj,dermatovenerologie,5
640,Jablonec nad Nisou,Liberecký kraj,gynekologie a porodnictví,11
641,Jablonec nad Nisou,Liberecký kraj,hematologie a transfúzní lékařství,1
642,Jablonec nad Nisou,Liberecký kraj,kardiologie,1
643,Jablonec nad Nisou,Liberecký kraj,oftalmologie,3
644,Jablonec nad Nisou,Liberecký kraj,ortopedie a traumatologie pohybového ústrojí,5
645,Jablonec nad Nisou,Liberecký kraj,pneumologie a ftizeologie,1
646,Jablonec nad Nisou,Liberecký kraj,praktické lékařství pro děti a dorost,11
647,Jablonec nad Nisou,Liberecký kraj,praktické lékárenství,3
648,Jablonec nad Nisou,Liberecký kraj,psychiatrie,4
649,Jablonec nad Nisou,Liberecký kraj,radiologie a zobrazovací metody,1
650,Jablonec nad Nisou,Liberecký kraj,rehabilitační a fyzikální medicína,2
651,Jablonec nad Nisou,Liberecký kraj,revmatologie,1
652,Jablonec nad Nisou,Liberecký kraj,urologie,1
653,Jablonec nad Nisou,Liberecký kraj,vnitřní lékařství,2
654,Jablonec nad Nisou,Liberecký kraj,všeobecné praktické lékařství,24
655,Jablonec nad Nisou,Liberecký kraj,zubní lékařství,35
656,Jeseník,Olomoucký kraj,Dentální hygienistka,2
657,Jeseník,Olomoucký kraj,Fyzioterapeut,6
658,Jeseník,Olomoucký kraj,Klinický logoped,3
659,Jeseník,Olomoucký kraj,Klinický psycholog,6
660,Jeseník,Olomoucký kraj,Optometrista,2
661,Jeseník,Olomoucký kraj,Všeobecná sestra,3
662,Jeseník,Olomoucký kraj,Zubní technik,3
663,Jeseník,Olomoucký kraj,Zubní technik pro fixní a snímatelné náhrady,1
664,Jeseník,Olomoucký kraj,anesteziologie a intenzivní medicína,1
665,Jeseník,Olomoucký kraj,chirurgie,1
666,Jeseník,Olomoucký kraj,gynekologie a porodnictví,6
667,Jeseník,Olomoucký kraj,klinická onkologie,1
668,Jeseník,Olomoucký kraj,nemocniční lékárenství,1
669,Jeseník,Olomoucký kraj,neurologie,1
670,Jeseník,Olomoucký kraj,oftalmologie,1
671,Jeseník,Olomoucký kraj,ortodoncie,1
672,Jeseník,Olomoucký kraj,ortopedie a traumatologie pohybového ústrojí,2
673,Jeseník,Olomoucký kraj,otorinolaryngologie a chirurgie hlavy a krku,1
674,Jeseník,Olomoucký kraj,praktické lékařství pro děti a dorost,10
675,Jeseník,Olomoucký kraj,praktické lékárenství,1
676,Jeseník,Olomoucký kraj,psychiatrie,1
677,Jeseník,Olomoucký kraj,radiologie a zobrazovací metody,1
678,Jeseník,Olomoucký kraj,urologie,1
679,Jeseník,Olomoucký kraj,všeobecné praktické lékařství,13
680,Jeseník,Olomoucký kraj,zubní lékařství,17
681,Jihlava,Kraj Vysočina,Dentální hygienistka,4
682,Jihlava,Kraj Vysočina,Fyzioterapeut,12
683,Jihlava,Kraj Vysočina,Klinický logoped,3
684,Jihlava,Kraj Vysočina,Klinický psycholog,3
685,Jihlava,Kraj Vysočina,Optometrista,5
686,Jihlava,Kraj Vysočina,Porodní asistentka,3
687,Jihlava,Kraj Vysočina,Všeobecná sestra,2
688,Jihlava,Kraj Vysočina,Zubní technik,16
689,Jihlava,Kraj Vysočina,alergologie a klinická imunologie,3
690,Jihlava,Kraj Vysočina,algeziologie,1
691,Jihlava,Kraj Vysočina,chirurgie,9
692,Jihlava,Kraj Vysočina,dermatovenerologie,8
693,Jihlava,Kraj Vysočina,dětská kardiologie,1
694,Jihlava,Kraj Vysočina,endokrinologie a diabetologie,1
695,Jihlava,Kraj Vysočina,gynekologie a porodnictví,15
696,Jihlava,Kraj Vysočina,kardiologie,3
697,Jihlava,Kraj Vysočina,lékařská genetika,1
698,Jihlava,Kraj Vysočina,neurologie,5
699,Jihlava,Kraj Vysočina,oftalmologie,6
700,Jihlava,Kraj Vysočina,ortodoncie,2
701,Jihlava,Kraj Vysočina,ortopedie a traumatologie pohybového ústrojí,11
702,Jihlava,Kraj Vysočina,otorinolaryngologie a chirurgie hlavy a krku,5
703,Jihlava,Kraj Vysočina,pneumologie a ftizeologie,2
704,Jihlava,Kraj Vysočina,praktické lékárenství,3
705,Jihlava,Kraj Vysočina,psychiatrie,9
706,Jihlava,Kraj Vysočina,radiologie a zobrazovací metody,1
707,Jihlava,Kraj Vysočina,rehabilitační a fyzikální medicína,2
708,Jihlava,Kraj Vysočina,revmatologie,1
709,Jihlava,Kraj Vysočina,tělovýchovné lékařství,2
710,Jihlava,Kraj Vysočina,urologie,4
711,Jihlava,Kraj Vysočina,vnitřní lékařství,1
712,Jihlava,Kraj Vysočina,všeobecné praktické lékařství,2
713,Jihlava,Kraj Vysočina,zubní lékařství,37
714,Jindřichův Hradec,Jihočeský kraj,Fyzioterapeut,12
715,Jindřichův Hradec,Jihočeský kraj,Klinický logoped,3
716,Jindřichův Hradec,Jihočeský kraj,Klinický psycholog,3
717,Jindřichův Hradec,Jihočeský kraj,Optometrista,9
718,Jindřichův Hradec,Jihočeský kraj,Všeobecná sestra,8
719,Jindřichův Hradec,Jihočeský kraj,Zubní technik,19
720,Jindřichův Hradec,Jihočeský kraj,alergologie a klinická imunologie,1
721,Jindřichův Hradec,Jihočeský kraj,anesteziologie a intenzivní medicína,3
722,Jindřichův Hradec,Jihočeský kraj,chirurgie,4
723,Jindřichův Hradec,Jihočeský kraj,cévní chirurgie,1
724,Jindřichův Hradec,Jihočeský kraj,dermatovenerologie,2
725,Jindřichův Hradec,Jihočeský kraj,dětská kardiologie,1
726,Jindřichův Hradec,Jihočeský kraj,dětská neurologie,1
727,Jindřichův Hradec,Jihočeský kraj,dětské lékařství,2
728,Jindřichův Hradec,Jihočeský kraj,endokrinologie a diabetologie,3
729,Jindřichův Hradec,Jihočeský kraj,epidemiologie,1
730,Jindřichův Hradec,Jihočeský kraj,gynekologie a porodnictví,18
731,Jindřichův Hradec,Jihočeský kraj,kardiologie,1
732,Jindřichův Hradec,Jihočeský kraj,klinická biochemie,1
733,Jindřichův Hradec,Jihočeský kraj,neurologie,2
734,Jindřichův Hradec,Jihočeský kraj,oftalmologie,6
735,Jindřichův Hradec,Jihočeský kraj,ortopedie a traumatologie pohybového ústrojí,1
736,Jindřichův Hradec,Jihočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,4
737,Jindřichův Hradec,Jihočeský kraj,pneumologie a ftizeologie,2
738,Jindřichův Hradec,Jihočeský kraj,praktické lékařství pro děti a dorost,20
739,Jindřichův Hradec,Jihočeský kraj,psychiatrie,3
740,Jindřichův Hradec,Jihočeský kraj,radiologie a zobrazovací metody,1
741,Jindřichův Hradec,Jihočeský kraj,rehabilitační a fyzikální medicína,4
742,Jindřichův Hradec,Jihočeský kraj,revmatologie,2
743,Jindřichův Hradec,Jihočeský kraj,urologie,1
744,Jindřichův Hradec,Jihočeský kraj,vnitřní lékařství,2
745,Jindřichův Hradec,Jihočeský kraj,všeobecné praktické lékařství,41
746,Jindřichův Hradec,Jihočeský kraj,zubní lékařství,16
747,Jičín,Královéhradecký kraj,Dentální hygienistka,4
748,Jičín,Královéhradecký kraj,Fyzioterapeut,8
749,Jičín,Královéhradecký kraj,Klinický logoped,3
750,Jičín,Královéhradecký kraj,Klinický psycholog,1
751,Jičín,Královéhradecký kraj,Optometrista,3
752,Jičín,Královéhradecký kraj,Ortoptista,3
753,Jičín,Královéhradecký kraj,Všeobecná sestra,11
754,Jičín,Královéhradecký kraj,Zubní technik,6
755,Jičín,Královéhradecký kraj,chirurgie,3
756,Jičín,Královéhradecký kraj,dermatovenerologie,3
757,Jičín,Královéhradecký kraj,endokrinologie a diabetologie,1
758,Jičín,Královéhradecký kraj,epidemiologie,1
759,Jičín,Královéhradecký kraj,gynekologie a porodnictví,10
760,Jičín,Královéhradecký kraj,kardiologie,2
761,Jičín,Královéhradecký kraj,neurologie,2
762,Jičín,Královéhradecký kraj,oftalmologie,7
763,Jičín,Královéhradecký kraj,ortopedie a traumatologie pohybového ústrojí,9
764,Jičín,Královéhradecký kraj,otorinolaryngologie a chirurgie hlavy a krku,3
765,Jičín,Královéhradecký kraj,plastická chirurgie,2
766,Jičín,Královéhradecký kraj,praktické lékařství pro děti a dorost,11
767,Jičín,Královéhradecký kraj,praktické lékárenství,2
768,Jičín,Královéhradecký kraj,psychiatrie,3
769,Jičín,Královéhradecký kraj,radiologie a zobrazovací metody,4
770,Jičín,Královéhradecký kraj,rehabilitační a fyzikální medicína,5
771,Jičín,Královéhradecký kraj,revmatologie,1
772,Jičín,Královéhradecký kraj,sexuologie,1
773,Jičín,Královéhradecký kraj,urgentní medicína,3
774,Jičín,Královéhradecký kraj,urologie,2
775,Jičín,Královéhradecký kraj,vnitřní lékařství,2
776,Jičín,Královéhradecký kraj,všeobecné praktické lékařství,37
777,Jičín,Královéhradecký kraj,zubní lékařství,30
778,Karlovy Vary,Karlovarský kraj,Dentální hygienistka,5
779,Karlovy Vary,Karlovarský kraj,Dětská sestra,1
780,Karlovy Vary,Karlovarský kraj,Fyzioterapeut,19
781,Karlovy Vary,Karlovarský kraj,Klinický psycholog,8
782,Karlovy Vary,Karlovarský kraj,Nutriční terapeut,3
783,Karlovy Vary,Karlovarský kraj,Optometrista,5
784,Karlovy Vary,Karlovarský kraj,Porodní asistentka,5
785,Karlovy Vary,Karlovarský kraj,Všeobecná sestra,2
786,Karlovy Vary,Karlovarský kraj,Zubní technik,30
787,Karlovy Vary,Karlovarský kraj,alergologie a klinická imunologie,1
788,Karlovy Vary,Karlovarský kraj,anesteziologie a intenzivní medicína,16
789,Karlovy Vary,Karlovarský kraj,angiologie,1
790,Karlovy Vary,Karlovarský kraj,chirurgie,7
791,Karlovy Vary,Karlovarský kraj,dermatovenerologie,8
792,Karlovy Vary,Karlovarský kraj,dětská a dorostová psychiatrie,1
793,Karlovy Vary,Karlovarský kraj,dětské lékařství,2
794,Karlovy Vary,Karlovarský kraj,endokrinologie a diabetologie,3
795,Karlovy Vary,Karlovarský kraj,gastroenterologie,4
796,Karlovy Vary,Karlovarský kraj,gynekologie a porodnictví,22
797,Karlovy Vary,Karlovarský kraj,hematologie a transfúzní lékařství,1
798,Karlovy Vary,Karlovarský kraj,kardiologie,3
799,Karlovy Vary,Karlovarský kraj,klinická biochemie,1
800,Karlovy Vary,Karlovarský kraj,klinická onkologie,1
801,Karlovy Vary,Karlovarský kraj,neurologie,6
802,Karlovy Vary,Karlovarský kraj,oftalmologie,15
803,Karlovy Vary,Karlovarský kraj,ortodoncie,2
804,Karlovy Vary,Karlovarský kraj,ortopedie a traumatologie pohybového ústrojí,18
805,Karlovy Vary,Karlovarský kraj,otorinolaryngologie a chirurgie hlavy a krku,6
806,Karlovy Vary,Karlovarský kraj,plastická chirurgie,7
807,Karlovy Vary,Karlovarský kraj,pneumologie a ftizeologie,1
808,Karlovy Vary,Karlovarský kraj,praktické lékařství pro děti a dorost,14
809,Karlovy Vary,Karlovarský kraj,praktické lékárenství,5
810,Karlovy Vary,Karlovarský kraj,psychiatrie,5
811,Karlovy Vary,Karlovarský kraj,radiologie a zobrazovací metody,5
812,Karlovy Vary,Karlovarský kraj,rehabilitační a fyzikální medicína,12
813,Karlovy Vary,Karlovarský kraj,urologie,5
814,Karlovy Vary,Karlovarský kraj,vnitřní lékařství,4
815,Karlovy Vary,Karlovarský kraj,všeobecné praktické lékařství,51
816,Karlovy Vary,Karlovarský kraj,zubní lékařství,57
817,Karviná,Moravskoslezský kraj,Dentální hygienistka,3
818,Karviná,Moravskoslezský kraj,Ergoterapeut,2
819,Karviná,Moravskoslezský kraj,Fyzioterapeut,10
820,Karviná,Moravskoslezský kraj,Klinický logoped,19
821,Karviná,Moravskoslezský kraj,Klinický psycholog,12
822,Karviná,Moravskoslezský kraj,Optometrista,13
823,Karviná,Moravskoslezský kraj,Porodní asistentka,6
824,Karviná,Moravskoslezský kraj,Všeobecná sestra,11
825,Karviná,Moravskoslezský kraj,Zubní technik,28
826,Karviná,Moravskoslezský kraj,alergologie a klinická imunologie,5
827,Karviná,Moravskoslezský kraj,anesteziologie a intenzivní medicína,8
828,Karviná,Moravskoslezský kraj,angiologie,1
829,Karviná,Moravskoslezský kraj,chirurgie,7
830,Karviná,Moravskoslezský kraj,dermatovenerologie,10
831,Karviná,Moravskoslezský kraj,dětská neurologie,2
832,Karviná,Moravskoslezský kraj,endokrinologie a diabetologie,2
833,Karviná,Moravskoslezský kraj,gynekologie a porodnictví,33
834,Karviná,Moravskoslezský kraj,hematologie a transfúzní lékařství,3
835,Karviná,Moravskoslezský kraj,kardiologie,3
836,Karviná,Moravskoslezský kraj,neurologie,14
837,Karviná,Moravskoslezský kraj,oftalmologie,15
838,Karviná,Moravskoslezský kraj,ortodoncie,2
839,Karviná,Moravskoslezský kraj,ortopedie a traumatologie pohybového ústrojí,13
840,Karviná,Moravskoslezský kraj,otorinolaryngologie a chirurgie hlavy a krku,8
841,Karviná,Moravskoslezský kraj,plastická chirurgie,6
842,Karviná,Moravskoslezský kraj,pneumologie a ftizeologie,4
843,Karviná,Moravskoslezský kraj,praktické lékařství pro děti a dorost,39
844,Karviná,Moravskoslezský kraj,praktické lékárenství,8
845,Karviná,Moravskoslezský kraj,psychiatrie,10
846,Karviná,Moravskoslezský kraj,radiologie a zobrazovací metody,4
847,Karviná,Moravskoslezský kraj,rehabilitační a fyzikální medicína,2
848,Karviná,Moravskoslezský kraj,revmatologie,1
849,Karviná,Moravskoslezský kraj,urologie,3
850,Karviná,Moravskoslezský kraj,vnitřní lékařství,4
851,Karviná,Moravskoslezský kraj,všeobecné praktické lékařství,84
852,Karviná,Moravskoslezský kraj,zubní lékařství,83
853,Kladno,Středočeský kraj,Dentální hygienistka,2
854,Kladno,Středočeský kraj,Fyzioterapeut,15
855,Kladno,Středočeský kraj,Klinický logoped,1
856,Kladno,Středočeský kraj,Klinický psycholog,4
857,Kladno,Středočeský kraj,Nutriční terapeut,1
858,Kladno,Středočeský kraj,Optometrista,11
859,Kladno,Středočeský kraj,Ortoptista,1
860,Kladno,Středočeský kraj,Porodní asistentka,1
861,Kladno,Středočeský kraj,Všeobecná sestra,2
862,Kladno,Středočeský kraj,Zubní technik,4
863,Kladno,Středočeský kraj,alergologie a klinická imunologie,1
864,Kladno,Středočeský kraj,anesteziologie a intenzivní medicína,3
865,Kladno,Středočeský kraj,chirurgie,1
866,Kladno,Středočeský kraj,dermatovenerologie,5
867,Kladno,Středočeský kraj,dětská a dorostová psychiatrie,1
868,Kladno,Středočeský kraj,endokrinologie a diabetologie,3
869,Kladno,Středočeský kraj,epidemiologie,1
870,Kladno,Středočeský kraj,gynekologie a porodnictví,21
871,Kladno,Středočeský kraj,hematologie a transfúzní lékařství,1
872,Kladno,Středočeský kraj,hyperbarická a letecká medicína,1
873,Kladno,Středočeský kraj,neurologie,6
874,Kladno,Středočeský kraj,oftalmologie,8
875,Kladno,Středočeský kraj,ortodoncie,4
876,Kladno,Středočeský kraj,ortopedie a traumatologie pohybového ústrojí,3
877,Kladno,Středočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,4
878,Kladno,Středočeský kraj,pediatrie,1
879,Kladno,Středočeský kraj,pracovní lékařství,1
880,Kladno,Středočeský kraj,praktické lékařství pro děti a dorost,26
881,Kladno,Středočeský kraj,praktické lékárenství,2
882,Kladno,Středočeský kraj,psychiatrie,4
883,Kladno,Středočeský kraj,radiologie a zobrazovací metody,2
