,OkresCode,Okres,KrajCode,Kraj,OborPece,POCET,ID_obor_pece
352,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská neurologie, dětská a dorostová psychiatrie, psychiatrie, neurologie",1,1008
353,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská neurologie, dětská neurologie, Fyzioterapeut, Fyzioterapeut, Klinický logoped, Klinický logoped, Klinický logoped, Klinický psycholog, Klinický psycholog, Klinický psycholog, Nutriční terapeut, Ergoterapeut, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, urogynekologie, urogynekologie, urogynekologie, urgentní medicína, sexuologie, paliativní medicína, onkourologie, onkourologie, onkourologie, onkochirurgie, onkochirurgie, onkochirurgie, neonatologie, neonatologie, neonatologie, klinická osteologie, klinická výživa a intenzivní metabolická péče, klinická výživa a intenzivní metabolická péče, klinická výživa a intenzivní metabolická péče, koloproktologie, koloproktologie, koloproktologie, klinická farmakologie, klinická farmakologie, klinická farmakologie, intenzívní medicína, intenzívní medicína, intenzívní medicína, hrudní chirurgie, hrudní chirurgie, foniatrie, foniatrie, foniatrie, dorostové lékařství, dětská urologie, dětská urologie, dětská pneumologie, dětská pneumologie, dětská pneumologie, dětská otorinolaryngologie, dětská otorinolaryngologie, dětská nefrologie, dětská nefrologie, dětská nefrologie, dětská kardiologie, dětská kardiologie, dětská kardiologie, dětská gastroenterologie a hepatologie, dětská gastroenterologie a hepatologie, dětská gastroenterologie a hepatologie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, angiologie, angiologie, angiologie, algeziologie, nemocniční lékárenství, klinická farmacie, laboratorní a vyšetřovací metody ve zdravotnictví, ortodoncie, orální a maxilofaciální chirurgie, zubní lékařství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, urologie, traumatologie, traumatologie, traumatologie, revmatologie, revmatologie, revmatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, radiologie a zobrazovací metody, radiologie a zobrazovací metody, psychiatrie, radiační onkologie, radiační onkologie, radiační onkologie, radiační onkologie, pneumologie a ftizeologie, pneumologie a ftizeologie, pneumologie a ftizeologie, pneumologie a ftizeologie, plastická chirurgie, plastická chirurgie, patologie, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, oftalmologie, neurologie, neurologie, neurologie, neurologie, neurochirurgie, neurochirurgie, neurochirurgie, nefrologie, lékařská mikrobiologie, lékařská genetika, klinická onkologie, klinická onkologie, klinická onkologie, klinická onkologie, klinická onkologie, klinická biochemie, kardiologie, kardiologie, kardiologie, infekční lékařství, infekční lékařství, chirurgie, chirurgie, chirurgie, hygiena a epidemiologie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, geriatrie, geriatrie, geriatrie, gastroenterologie, gastroenterologie, gastroenterologie, endokrinologie a diabetologie, endokrinologie a diabetologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, dětská chirurgie, dětská chirurgie, dětská chirurgie, dermatovenerologie, cévní chirurgie, cévní chirurgie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, alergologie a klinická imunologie, alergologie a klinická imunologie, alergologie a klinická imunologie",1,1009
354,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská neurologie, dětská neurologie, Fyzioterapeut, Fyzioterapeut, Klinický logoped, Klinický psycholog, Klinický psycholog, Klinický psycholog, Klinický psycholog, Klinický psycholog, Nutriční terapeut, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, psychiatrie, psychiatrie, psychiatrie, psychiatrie, psychiatrie, neurologie, neurologie, neurologie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1,1011
355,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská neurologie, dětská neurologie, Fyzioterapeut, Fyzioterapeut, Klinický psycholog, Klinický psycholog, Klinický psycholog, Klinický psycholog, Klinický psycholog, Nutriční terapeut, neonatologie, neonatologie, neonatologie, klinická výživa a intenzivní metabolická péče, klinická výživa a intenzivní metabolická péče, klinická výživa a intenzivní metabolická péče, intenzívní medicína, intenzívní medicína, intenzívní medicína, dětská revmatologie, dětská pneumologie, dětská pneumologie, dětská pneumologie, dětská nefrologie, dětská nefrologie, dětská kardiologie, dětská kardiologie, dětská gastroenterologie a hepatologie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, nemocniční lékárenství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, soudní lékařství, radiologie a zobrazovací metody, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, pneumologie a ftizeologie, pneumologie a ftizeologie, lékařská mikrobiologie, lékařská genetika, lékařská genetika, klinická biochemie, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, endokrinologie a diabetologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, dětské lékařství, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, alergologie a klinická imunologie",1,1012
356,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská neurologie, dětská neurologie, dětská neurologie, Fyzioterapeut, Klinický logoped, Klinický psycholog, Nutriční terapeut, Ortoptista, Ortoptista, Ergoterapeut, Ergoterapeut, Ergoterapeut, Ergoterapeut, Ergoterapeut, Všeobecná sestra, urogynekologie, urogynekologie, urogynekologie, urgentní medicína, tělovýchovné lékařství, spondylochirurgie, spondylochirurgie, spondylochirurgie, sexuologie, reprodukční medicína, popáleninová medicína, perinatologie a fetomaternální medicína, perinatologie a fetomaternální medicína, paliativní medicína, onkourologie, onkourologie, onkourologie, onkochirurgie, onkochirurgie, onkochirurgie, onkogynekologie, onkogynekologie, onkogynekologie, neonatologie, neonatologie, neonatologie, klinická osteologie, klinická výživa a intenzivní metabolická péče, korektivní dermatologie, koloproktologie, koloproktologie, koloproktologie, intervenční radiologie, klinická farmakologie, intenzívní medicína, intenzívní medicína, hrudní chirurgie, hrudní chirurgie, hrudní chirurgie, foniatrie, dětská urologie, dětská urologie, dětská urologie, dětská revmatologie, dětská pneumologie, dětská pneumologie, dětská pneumologie, dětská otorinolaryngologie, dětská otorinolaryngologie, dětská otorinolaryngologie, dětská onkologie a hematologie, dětská onkologie a hematologie, dětská onkologie a hematologie, dětská nefrologie, dětská nefrologie, dětská nefrologie, dětská kardiologie, dětská kardiologie, dětská kardiologie, dětská gastroenterologie a hepatologie, dětská gastroenterologie a hepatologie, dětská gastroenterologie a hepatologie, dětská endokrinologie a diabetologie, dětská endokrinologie a diabetologie, dětská endokrinologie a diabetologie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, dětská dermatovenerologie, angiologie, angiologie, angiologie, algeziologie, nemocniční lékárenství, praktické lékárenství, klinická farmacie, laboratorní a vyšetřovací metody ve zdravotnictví, farmaceutická technologie, klinická stomatologie, ortodoncie, orální a maxilofaciální chirurgie, orální a maxilofaciální chirurgie, orální a maxilofaciální chirurgie, zubní lékařství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, urologie, traumatologie, traumatologie, traumatologie, revmatologie, revmatologie, revmatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, psychiatrie, psychiatrie, psychiatrie, radiační onkologie, radiační onkologie, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, pneumologie a ftizeologie, pneumologie a ftizeologie, plastická chirurgie, plastická chirurgie, plastická chirurgie, patologie, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, oftalmologie, nukleární medicína, nukleární medicína, neurologie, neurologie, neurologie, neurochirurgie, neurochirurgie, neurochirurgie, nefrologie, nefrologie, nefrologie, lékařská mikrobiologie, lékařská genetika, klinická onkologie, klinická onkologie, klinická onkologie, klinická biochemie, kardiologie, kardiologie, kardiologie, kardiochirurgie, kardiochirurgie, kardiochirurgie, infekční lékařství, infekční lékařství, infekční lékařství, chirurgie, chirurgie, chirurgie, hygiena a epidemiologie, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, geriatrie, geriatrie, geriatrie, gastroenterologie, gastroenterologie, gastroenterologie, endokrinologie a diabetologie, endokrinologie a diabetologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, dětská chirurgie, dětská chirurgie, dětská chirurgie, dermatovenerologie, cévní chirurgie, cévní chirurgie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, alergologie a klinická imunologie, alergologie a klinická imunologie, alergologie a klinická imunologie",1,1013
357,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská neurologie, dětská pneumologie, gastroenterologie, dětské lékařství, alergologie a klinická imunologie",1,1016
358,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská neurologie, dětská urologie, dětská pneumologie, dětská kardiologie, dětská a dorostová psychiatrie, všeobecné praktické lékařství, revmatologie, radiologie a zobrazovací metody, praktické lékařství pro děti a dorost, ortopedie a traumatologie pohybového ústrojí, neurologie, gynekologie a porodnictví, dětské lékařství, dětská chirurgie, alergologie a klinická imunologie",1,1017
359,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská neurologie, dětské lékařství",1,1018
360,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská neurologie, neurologie",2,1028
361,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská neurologie, ortopedie a traumatologie pohybového ústrojí, neurologie",1,1030
362,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská otorinolaryngologie, otorinolaryngologie a chirurgie hlavy a krku",1,1038
363,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská otorinolaryngologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku",1,1039
364,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská pneumologie, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, pneumologie a ftizeologie",1,1041
365,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,dětská urologie,1,1044
366,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská urologie, chirurgie, dětská chirurgie",1,1045
367,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská urologie, dětská a dorostová psychiatrie, urologie, psychiatrie",1,1046
368,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská urologie, dětská urologie, dětská otorinolaryngologie, dětská otorinolaryngologie, dětská gastroenterologie a hepatologie, dětská dermatovenerologie, dětská dermatovenerologie, angiologie, angiologie, všeobecné praktické lékařství, vnitřní lékařství, urologie, urologie, urologie, praktické lékařství pro děti a dorost, plastická chirurgie, plastická chirurgie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, chirurgie, chirurgie, chirurgie, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, dětská chirurgie, dětská chirurgie, dětská chirurgie, dermatovenerologie, dermatovenerologie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, alergologie a klinická imunologie",1,1047
369,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská urologie, urologie",1,1048
370,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská urologie, urologie, chirurgie",1,1049
371,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětská urologie, všeobecné praktické lékařství, vnitřní lékařství, nefrologie",1,1050
372,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,dětské lékařství,1,1051
373,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"dětské lékařství, alergologie a klinická imunologie",1,1052
374,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,endokrinologie a diabetologie,45,1056
375,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"endokrinologie a diabetologie, dermatovenerologie",1,1058
376,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,epidemiologie,6,1061
377,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"epidemiologie, alergologie a klinická imunologie",1,1062
378,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"epidemiologie, vnitřní lékařství, lékařská mikrobiologie",1,1064
379,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,foniatrie,6,1067
380,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"foniatrie, dětská otorinolaryngologie, otorinolaryngologie a chirurgie hlavy a krku",13,1068
381,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"foniatrie, dětská otorinolaryngologie, otorinolaryngologie a chirurgie hlavy a krku, alergologie a klinická imunologie",1,1069
382,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"foniatrie, dětská otorinolaryngologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku",1,1070
383,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"foniatrie, dětská pneumologie, otorinolaryngologie a chirurgie hlavy a krku",1,1071
384,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"foniatrie, otorinolaryngologie a chirurgie hlavy a krku",9,1072
385,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,gastroenterologie,14,1073
386,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"gastroenterologie, dětské lékařství",1,1074
387,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,geriatrie,1,1075
388,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"geriatrie, geriatrie",1,1076
389,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"geriatrie, geriatrie, geriatrie",1,1077
390,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"gerontopsychiatrie, geriatrie",1,1078
391,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"gerontopsychiatrie, psychiatrie",7,1080
392,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"gerontopsychiatrie, psychiatrie, neurologie",1,1082
393,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,gynekologie a porodnictví,180,1083
394,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"gynekologie a porodnictví, alergologie a klinická imunologie",1,1084
395,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"gynekologie a porodnictví, anesteziologie a intenzivní medicína",5,1085
396,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"gynekologie a porodnictví, dermatovenerologie",1,1086
397,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"gynekologie a porodnictví, gynekologie a porodnictví",3,1087
398,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,hematologie a transfúzní lékařství,8,1104
399,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství",1,1106
400,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"hrudní chirurgie, chirurgie",1,1108
401,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,infekční lékařství,3,1115
402,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,kardiochirurgie,1,1119
403,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"kardiochirurgie, chirurgie, cévní chirurgie",1,1120
404,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,kardiologie,30,1121
405,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"kardiologie, endokrinologie a diabetologie",2,1122
406,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"kardiologie, kardiologie",1,1124
407,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,klinická biochemie,50,1125
408,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"klinická biochemie, hematologie a transfúzní lékařství",5,1129
409,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"klinická farmakologie, laboratorní a vyšetřovací metody ve zdravotnictví, vnitřní lékařství, klinická biochemie",1,1136
410,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"klinická farmakologie, vnitřní lékařství",1,1137
411,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,klinická onkologie,4,1138
412,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"klinická onkologie, gynekologie a porodnictví",1,1140
413,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"klinická osteologie, korektivní dermatologie, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, chirurgie, dermatovenerologie",1,1145
414,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"klinická stomatologie, orální a maxilofaciální chirurgie, orální a maxilofaciální chirurgie, orální a maxilofaciální chirurgie, dermatovenerologie, dermatovenerologie",1,1158
415,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"klinická výživa a intenzivní metabolická péče, dětská gastroenterologie a hepatologie, praktické lékařství pro děti a dorost",1,1161
416,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,korektivní dermatologie,3,1163
417,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"korektivní dermatologie, dermatovenerologie",22,1165
418,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"korektivní dermatologie, dětská dermatovenerologie, dermatovenerologie",1,1166
419,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"korektivní dermatologie, korektivní dermatologie, vnitřní lékařství, vnitřní lékařství, plastická chirurgie, plastická chirurgie, dermatovenerologie, dermatovenerologie",1,1170
420,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"korektivní dermatologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, dermatovenerologie",1,1172
421,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"korektivní dermatologie, plastická chirurgie, dermatovenerologie",1,1175
422,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"korektivní dermatologie, plastická chirurgie, klinická onkologie, chirurgie, dermatovenerologie",1,1177
423,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"korektivní dermatologie, všeobecné praktické lékařství, plastická chirurgie, plastická chirurgie, otorinolaryngologie a chirurgie hlavy a krku, dermatovenerologie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1,1179
424,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,laboratorní a vyšetřovací metody ve zdravotnictví,56,1181
425,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, alergologie a klinická imunologie",2,1182
426,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, hematologie a transfúzní lékařství",1,1183
427,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, klinická biochemie, hematologie a transfúzní lékařství",2,1184
428,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, klinická biochemie, hematologie a transfúzní lékařství, alergologie a klinická imunologie",4,1185
429,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, lékařská genetika",5,1186
430,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, lékařská mikrobiologie",2,1187
431,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, lékařská mikrobiologie, alergologie a klinická imunologie",1,1188
432,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, lékařská mikrobiologie, klinická biochemie, hematologie a transfúzní lékařství",2,1189
433,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, lékařská mikrobiologie, klinická biochemie, hematologie a transfúzní lékařství, alergologie a klinická imunologie",7,1190
434,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, patologie, gynekologie a porodnictví",2,1191
435,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, vnitřní lékařství, alergologie a klinická imunologie",1,1192
436,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, vnitřní lékařství, hematologie a transfúzní lékařství",1,1193
437,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, vnitřní lékařství, klinická biochemie, hematologie a transfúzní lékařství, endokrinologie a diabetologie",1,1194
438,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"laboratorní a vyšetřovací metody ve zdravotnictví, všeobecné praktické lékařství, vnitřní lékařství, pneumologie a ftizeologie, nefrologie, infekční lékařství, hematologie a transfúzní lékařství, alergologie a klinická imunologie",1,1195
439,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,lékařská genetika,7,1197
440,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"lékařská genetika, alergologie a klinická imunologie",1,1198
441,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"lékařská genetika, gynekologie a porodnictví",1,1199
442,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"lékařská genetika, gynekologie a porodnictví, gynekologie a porodnictví",1,1201
443,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"lékařská genetika, lékařská genetika",2,1207
444,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,lékařská mikrobiologie,4,1208
445,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"lékařská mikrobiologie, klinická biochemie, hematologie a transfúzní lékařství",4,1213
446,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"lékařská mikrobiologie, klinická biochemie, hematologie a transfúzní lékařství, alergologie a klinická imunologie",3,1214
447,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"lékařská mikrobiologie, lékařská genetika",3,1215
448,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"maxilofaciální chirurgie, korektivní dermatologie, ortodoncie, plastická chirurgie, plastická chirurgie, chirurgie, chirurgie, dermatovenerologie, anesteziologie a intenzivní medicína",1,1221
449,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,medicína dlouhodobé péče,2,1223
450,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"medicína dlouhodobé péče, medicína dlouhodobé péče",3,1224
451,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"medicína dlouhodobé péče, medicína dlouhodobé péče, vnitřní lékařství, psychiatrie",1,1226
452,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"medicína dlouhodobé péče, všeobecné praktické lékařství, vnitřní lékařství, urologie, urologie, neurologie, chirurgie, chirurgie, gynekologie a porodnictví, gynekologie a porodnictví, dětská chirurgie, dětská chirurgie, dermatovenerologie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, alergologie a klinická imunologie",1,1231
453,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,nefrologie,5,1232
454,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"nefrologie, chirurgie, chirurgie",1,1233
455,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,nemocniční lékárenství,1,1235
456,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"nemocniční lékárenství, farmaceutická technologie",1,1236
457,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"neonatologie, praktické lékařství pro děti a dorost, dětské lékařství",1,1241
458,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,neurochirurgie,4,1242
459,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,neurologie,64,1244
460,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"neurologie, alergologie a klinická imunologie",1,1245
461,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"neurologie, anesteziologie a intenzivní medicína",1,1246
462,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"neurologie, geriatrie",1,1248
463,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"neurologie, neurochirurgie",1,1251
464,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"neurologie, neurologie, neurologie",1,1253
465,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,nukleární medicína,2,1254
466,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"návykové nemoci, psychiatrie",5,1259
467,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,oftalmologie,148,1261
468,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"oftalmologie, chirurgie, dermatovenerologie",1,1264
469,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"onkogynekologie, laboratorní a vyšetřovací metody ve zdravotnictví, patologie, chirurgie, gynekologie a porodnictví",1,1277
470,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,ortodoncie,29,1279
471,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"ortodoncie, zubní lékařství",36,1281
472,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,ortopedická protetika,1,1283
473,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"ortopedická protetika, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, chirurgie",1,1286
474,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,ortopedie a traumatologie pohybového ústrojí,68,1287
475,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"ortopedie a traumatologie pohybového ústrojí, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1,1289
476,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"ortopedie a traumatologie pohybového ústrojí, chirurgie",2,1290
477,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",29,1297
478,CZ0100,Hlavní město Praha,CZ010,Hlavní město Praha,"ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1,1299
